Entry Time,Expiry Time,Asset,Direction,Timeframe,Result,Stake,Payout %,P/L,Confidence,Provider
2026-06-23 16:27:00,2026-06-23 16:42:00,EUR/JPY,SELL,M15,loss,20.00,0.81,-20.00,0.89,TelegramVIPSignals
2026-06-23 18:16:00,2026-06-23 18:21:00,USD/CAD,BUY,M5,loss,50.00,0.82,-50.00,0.63,Daily Binary Club
2026-06-24 06:40:00,2026-06-24 06:43:00,EUR/JPY,BUY,M3,loss,10.00,0.81,-10.00,0.75,Manual — own analysis
2026-06-24 09:11:00,2026-06-24 09:16:00,GBP/USD,BUY,M5,win,10.00,0.81,8.10,0.62,QuantEdge Bot
2026-06-24 12:24:00,2026-06-24 12:25:00,EUR/USD,BUY,M1,loss,5.00,0.80,-5.00,0.70,Daily Binary Club
2026-06-24 12:36:00,2026-06-24 12:41:00,USD/JPY,SELL,M5,win,50.00,0.80,40.00,0.74,Daily Binary Club
2026-06-24 16:07:00,2026-06-24 16:37:00,EUR/USD,BUY,M30,win,10.00,0.85,8.50,0.76,AlphaPips Room
2026-06-25 08:33:00,2026-06-25 08:38:00,EUR/USD OTC,BUY,M5,loss,5.00,0.85,-5.00,0.56,QuantEdge Bot
2026-06-25 10:17:00,2026-06-25 10:47:00,EUR/USD,BUY,M30,loss,5.00,0.83,-5.00,0.89,AlphaPips Room
2026-06-25 11:10:00,2026-06-25 11:25:00,AUD/USD,SELL,M15,loss,25.00,0.75,-25.00,0.94,Daily Binary Club
2026-06-25 11:15:00,2026-06-25 11:20:00,EUR/USD,SELL,M5,loss,50.00,0.85,-50.00,0.55,Daily Binary Club
2026-06-25 12:30:00,2026-06-25 12:35:00,GBP/USD,SELL,M5,win,10.00,0.79,7.90,0.70,TelegramVIPSignals
2026-06-25 12:41:00,2026-06-25 12:56:00,EUR/USD,SELL,M15,win,50.00,0.84,42.00,0.84,AlphaPips Room
2026-06-25 15:42:00,2026-06-25 15:45:00,USD/CAD,BUY,M3,win,10.00,0.78,7.80,0.93,QuantEdge Bot
2026-06-25 17:12:00,2026-06-25 17:42:00,AUD/USD,SELL,M30,loss,25.00,0.79,-25.00,0.87,Daily Binary Club
2026-06-25 18:49:00,2026-06-25 18:54:00,GBP/USD OTC,SELL,M5,loss,10.00,0.82,-10.00,0.57,TelegramVIPSignals
2026-06-26 07:16:00,2026-06-26 07:19:00,EUR/JPY,SELL,M3,loss,25.00,0.78,-25.00,0.85,Daily Binary Club
2026-06-26 07:51:00,2026-06-26 07:52:00,BTC/USD,SELL,M1,win,5.00,0.72,3.60,0.90,Daily Binary Club
2026-06-26 08:06:00,2026-06-26 08:36:00,AUD/USD,SELL,M30,win,10.00,0.77,7.70,0.89,AlphaPips Room
2026-06-26 08:14:00,2026-06-26 08:29:00,EUR/USD OTC,SELL,M15,win,10.00,0.83,8.30,0.59,AlphaPips Room
2026-06-26 08:27:00,2026-06-26 08:57:00,EUR/USD,BUY,M30,loss,10.00,0.80,-10.00,0.64,Manual — own analysis
2026-06-26 10:10:00,2026-06-26 10:13:00,USD/JPY,BUY,M3,win,25.00,0.83,20.75,0.61,QuantEdge Bot
2026-06-26 10:50:00,2026-06-26 10:55:00,USD/JPY,BUY,M5,win,10.00,0.80,8.00,0.80,QuantEdge Bot
2026-06-26 15:07:00,2026-06-26 15:37:00,EUR/USD OTC,BUY,M30,win,50.00,0.87,43.50,0.58,Manual — own analysis
2026-06-26 16:27:00,2026-06-26 16:57:00,GBP/USD OTC,SELL,M30,loss,10.00,0.84,-10.00,0.61,AlphaPips Room
2026-06-26 16:39:00,2026-06-26 16:44:00,GBP/USD OTC,BUY,M5,win,10.00,0.87,8.70,0.71,QuantEdge Bot
2026-06-26 17:23:00,2026-06-26 17:26:00,GBP/USD,SELL,M3,loss,10.00,0.82,-10.00,0.76,QuantEdge Bot
2026-06-26 17:35:00,2026-06-26 17:38:00,AUD/USD,BUY,M3,loss,50.00,0.77,-50.00,0.85,Daily Binary Club
2026-06-26 18:06:00,2026-06-26 18:09:00,EUR/USD OTC,SELL,M3,win,10.00,0.85,8.50,0.70,QuantEdge Bot
2026-06-29 09:26:00,2026-06-29 09:29:00,XAU/USD,SELL,M3,win,20.00,0.76,15.20,0.69,QuantEdge Bot
2026-06-29 09:41:00,2026-06-29 09:46:00,USD/CAD,SELL,M5,loss,20.00,0.79,-20.00,0.69,AlphaPips Room
2026-06-29 10:29:00,2026-06-29 10:44:00,BTC/USD,SELL,M15,win,10.00,0.68,6.80,0.81,QuantEdge Bot
2026-06-29 11:07:00,2026-06-29 11:12:00,USD/JPY,BUY,M5,win,50.00,0.81,40.50,0.91,Manual — own analysis
2026-06-29 13:44:00,2026-06-29 13:47:00,USD/CAD,SELL,M3,win,5.00,0.79,3.95,0.63,QuantEdge Bot
2026-06-29 14:17:00,2026-06-29 14:20:00,USD/CAD,BUY,M3,draw,10.00,0.78,0.00,0.73,Manual — own analysis
2026-06-29 14:20:00,2026-06-29 14:35:00,GBP/USD,BUY,M15,win,10.00,0.79,7.90,0.71,AlphaPips Room
2026-06-29 16:39:00,2026-06-29 16:42:00,USD/JPY,BUY,M3,loss,20.00,0.80,-20.00,0.94,AlphaPips Room
2026-06-29 17:46:00,2026-06-29 17:51:00,BTC/USD,BUY,M5,loss,20.00,0.71,-20.00,0.61,QuantEdge Bot
2026-06-29 18:48:00,2026-06-29 18:53:00,USD/CAD,BUY,M5,loss,50.00,0.79,-50.00,0.73,Daily Binary Club
2026-06-29 19:09:00,2026-06-29 19:12:00,GBP/JPY,BUY,M3,loss,5.00,0.74,-5.00,0.58,AlphaPips Room
2026-06-29 19:58:00,2026-06-29 19:59:00,AUD/USD,BUY,M1,loss,10.00,0.78,-10.00,0.57,AlphaPips Room
2026-06-30 06:36:00,2026-06-30 06:41:00,USD/JPY,BUY,M5,loss,10.00,0.79,-10.00,0.86,Daily Binary Club
2026-06-30 08:52:00,2026-06-30 08:57:00,GBP/JPY,SELL,M5,win,10.00,0.78,7.80,0.73,AlphaPips Room
2026-06-30 09:19:00,2026-06-30 09:49:00,USD/CAD,BUY,M30,loss,25.00,0.77,-25.00,0.81,QuantEdge Bot
2026-06-30 11:03:00,2026-06-30 11:06:00,USD/JPY,SELL,M3,loss,20.00,0.82,-20.00,0.73,Daily Binary Club
2026-06-30 15:14:00,2026-06-30 15:29:00,EUR/USD,BUY,M15,loss,50.00,0.81,-50.00,0.60,TelegramVIPSignals
2026-06-30 15:19:00,2026-06-30 15:22:00,USD/JPY,SELL,M3,win,10.00,0.82,8.20,0.74,AlphaPips Room
2026-06-30 15:25:00,2026-06-30 15:26:00,GBP/USD,SELL,M1,loss,10.00,0.79,-10.00,0.94,QuantEdge Bot
2026-06-30 15:41:00,2026-06-30 15:42:00,EUR/USD OTC,SELL,M1,loss,25.00,0.86,-25.00,0.74,Daily Binary Club
2026-06-30 16:06:00,2026-06-30 16:09:00,BTC/USD,SELL,M3,win,10.00,0.72,7.20,0.88,QuantEdge Bot
2026-06-30 17:08:00,2026-06-30 17:23:00,USD/JPY,SELL,M15,win,50.00,0.82,41.00,0.64,Manual — own analysis
2026-06-30 19:35:00,2026-06-30 19:36:00,GBP/JPY,SELL,M1,win,10.00,0.74,7.40,0.88,AlphaPips Room
2026-07-01 07:14:00,2026-07-01 07:19:00,XAU/USD,BUY,M5,win,50.00,0.73,36.50,0.59,QuantEdge Bot
2026-07-01 08:13:00,2026-07-01 08:18:00,EUR/USD,SELL,M5,win,5.00,0.82,4.10,0.70,AlphaPips Room
2026-07-01 09:11:00,2026-07-01 09:14:00,GBP/JPY,SELL,M3,win,25.00,0.75,18.75,0.76,AlphaPips Room
2026-07-01 12:01:00,2026-07-01 12:04:00,EUR/JPY,BUY,M3,win,5.00,0.80,4.00,0.56,Manual — own analysis
2026-07-01 12:52:00,2026-07-01 13:22:00,AUD/USD,SELL,M30,win,25.00,0.79,19.75,0.60,AlphaPips Room
2026-07-01 13:28:00,2026-07-01 13:33:00,EUR/USD,SELL,M5,win,50.00,0.85,42.50,0.88,TelegramVIPSignals
2026-07-01 15:00:00,2026-07-01 15:05:00,EUR/USD OTC,SELL,M5,win,20.00,0.82,16.40,0.74,QuantEdge Bot
2026-07-01 15:49:00,2026-07-01 15:50:00,EUR/USD,BUY,M1,loss,10.00,0.81,-10.00,0.60,Daily Binary Club
2026-07-01 18:16:00,2026-07-01 18:31:00,AUD/USD,BUY,M15,loss,20.00,0.76,-20.00,0.76,Manual — own analysis
2026-07-01 18:19:00,2026-07-01 18:24:00,EUR/USD,BUY,M5,win,20.00,0.80,16.00,0.89,AlphaPips Room
2026-07-01 19:31:00,2026-07-01 19:46:00,GBP/USD,SELL,M15,win,25.00,0.78,19.50,0.90,Daily Binary Club
2026-07-02 07:10:00,2026-07-02 07:13:00,EUR/USD,BUY,M3,loss,10.00,0.79,-10.00,0.77,Daily Binary Club
2026-07-02 07:42:00,2026-07-02 07:47:00,AUD/USD,BUY,M5,win,10.00,0.80,8.00,0.56,Daily Binary Club
2026-07-02 09:43:00,2026-07-02 09:44:00,XAU/USD,BUY,M1,win,50.00,0.76,38.00,0.56,AlphaPips Room
2026-07-02 10:44:00,2026-07-02 10:59:00,EUR/JPY,SELL,M15,loss,10.00,0.82,-10.00,0.62,TelegramVIPSignals
2026-07-02 11:17:00,2026-07-02 11:20:00,GBP/JPY,BUY,M3,win,5.00,0.80,4.00,0.91,QuantEdge Bot
2026-07-02 13:06:00,2026-07-02 13:36:00,GBP/USD,SELL,M30,win,5.00,0.83,4.15,0.63,AlphaPips Room
2026-07-02 13:37:00,2026-07-02 13:40:00,USD/JPY,SELL,M3,loss,50.00,0.79,-50.00,0.93,Manual — own analysis
2026-07-02 14:10:00,2026-07-02 14:40:00,USD/JPY,BUY,M30,win,20.00,0.81,16.20,0.79,QuantEdge Bot
2026-07-02 14:54:00,2026-07-02 14:59:00,EUR/USD,BUY,M5,win,50.00,0.83,41.50,0.68,AlphaPips Room
2026-07-02 16:52:00,2026-07-02 17:22:00,USD/JPY,BUY,M30,draw,5.00,0.80,0.00,0.91,TelegramVIPSignals
2026-07-02 17:08:00,2026-07-02 17:11:00,USD/JPY,SELL,M3,win,50.00,0.79,39.50,0.61,QuantEdge Bot
2026-07-02 18:28:00,2026-07-02 18:33:00,GBP/JPY,BUY,M5,loss,10.00,0.76,-10.00,0.84,QuantEdge Bot
2026-07-02 19:02:00,2026-07-02 19:05:00,XAU/USD,SELL,M3,loss,10.00,0.75,-10.00,0.82,Manual — own analysis
2026-07-03 06:15:00,2026-07-03 06:45:00,XAU/USD,SELL,M30,win,5.00,0.78,3.90,0.88,AlphaPips Room
2026-07-03 06:45:00,2026-07-03 06:50:00,GBP/USD,SELL,M5,win,5.00,0.83,4.15,0.62,AlphaPips Room
2026-07-03 07:33:00,2026-07-03 07:38:00,GBP/USD,SELL,M5,loss,25.00,0.82,-25.00,0.80,QuantEdge Bot
2026-07-03 08:38:00,2026-07-03 08:53:00,GBP/JPY,SELL,M15,win,20.00,0.74,14.80,0.91,TelegramVIPSignals
2026-07-03 08:42:00,2026-07-03 08:47:00,EUR/JPY,BUY,M5,loss,20.00,0.77,-20.00,0.64,AlphaPips Room
2026-07-03 10:00:00,2026-07-03 10:01:00,EUR/USD,BUY,M1,loss,5.00,0.82,-5.00,0.76,Manual — own analysis
2026-07-03 11:44:00,2026-07-03 11:45:00,GBP/USD,SELL,M1,win,5.00,0.80,4.00,0.81,Daily Binary Club
2026-07-03 15:33:00,2026-07-03 15:38:00,EUR/USD,BUY,M5,win,20.00,0.84,16.80,0.87,Daily Binary Club
2026-07-03 16:39:00,2026-07-03 16:44:00,EUR/USD OTC,BUY,M5,loss,10.00,0.83,-10.00,0.65,Daily Binary Club
2026-07-03 18:02:00,2026-07-03 18:07:00,EUR/USD,SELL,M5,loss,10.00,0.81,-10.00,0.92,TelegramVIPSignals
2026-07-03 19:15:00,2026-07-03 19:20:00,EUR/USD,BUY,M5,win,20.00,0.82,16.40,0.73,TelegramVIPSignals
2026-07-03 19:56:00,2026-07-03 20:01:00,GBP/USD OTC,BUY,M5,loss,10.00,0.84,-10.00,0.84,Daily Binary Club
2026-07-04 11:10:00,2026-07-04 11:11:00,GBP/USD,BUY,M1,win,50.00,0.78,39.00,0.69,AlphaPips Room
2026-07-04 14:54:00,2026-07-04 14:57:00,EUR/USD,BUY,M3,win,5.00,0.81,4.05,0.71,AlphaPips Room
2026-07-04 15:31:00,2026-07-04 15:32:00,EUR/USD OTC,SELL,M1,loss,10.00,0.86,-10.00,0.56,Manual — own analysis
2026-07-05 10:52:00,2026-07-05 11:07:00,USD/JPY,SELL,M15,loss,10.00,0.84,-10.00,0.68,Manual — own analysis
2026-07-05 21:50:00,2026-07-05 22:05:00,XAU/USD,SELL,M15,win,10.00,0.76,7.60,0.90,QuantEdge Bot
2026-07-06 08:27:00,2026-07-06 08:28:00,EUR/USD,SELL,M1,win,50.00,0.82,41.00,0.67,TelegramVIPSignals
2026-07-06 08:43:00,2026-07-06 08:44:00,EUR/USD,SELL,M1,loss,50.00,0.82,-50.00,0.62,Manual — own analysis
2026-07-06 08:43:00,2026-07-06 09:13:00,GBP/JPY,BUY,M30,loss,50.00,0.78,-50.00,0.87,Manual — own analysis
2026-07-06 09:31:00,2026-07-06 09:36:00,BTC/USD,BUY,M5,win,10.00,0.68,6.80,0.64,AlphaPips Room
2026-07-06 09:51:00,2026-07-06 09:54:00,GBP/USD,BUY,M3,win,10.00,0.79,7.90,0.90,AlphaPips Room
2026-07-06 10:25:00,2026-07-06 10:30:00,BTC/USD,BUY,M5,win,10.00,0.70,7.00,0.91,TelegramVIPSignals
2026-07-06 11:41:00,2026-07-06 11:42:00,USD/JPY,SELL,M1,win,10.00,0.84,8.40,0.85,QuantEdge Bot
2026-07-06 12:24:00,2026-07-06 12:25:00,GBP/USD,BUY,M1,loss,10.00,0.82,-10.00,0.80,AlphaPips Room
2026-07-06 14:10:00,2026-07-06 14:40:00,EUR/USD,SELL,M30,win,50.00,0.80,40.00,0.80,AlphaPips Room
2026-07-06 16:22:00,2026-07-06 16:27:00,AUD/USD,BUY,M5,win,50.00,0.79,39.50,0.60,Daily Binary Club
2026-07-06 18:29:00,2026-07-06 18:34:00,AUD/USD,BUY,M5,win,5.00,0.78,3.90,0.95,Daily Binary Club
2026-07-06 19:47:00,2026-07-06 19:50:00,GBP/USD OTC,BUY,M3,loss,50.00,0.83,-50.00,0.72,AlphaPips Room
2026-07-07 08:13:00,2026-07-07 08:28:00,EUR/USD,SELL,M15,win,20.00,0.80,16.00,0.83,Manual — own analysis
2026-07-07 10:06:00,2026-07-07 10:21:00,BTC/USD,BUY,M15,win,20.00,0.70,14.00,0.89,AlphaPips Room
2026-07-07 11:40:00,2026-07-07 11:41:00,EUR/USD,BUY,M1,loss,10.00,0.79,-10.00,0.56,TelegramVIPSignals
2026-07-07 11:58:00,2026-07-07 11:59:00,EUR/USD OTC,BUY,M1,win,10.00,0.82,8.20,0.58,Daily Binary Club
2026-07-07 13:40:00,2026-07-07 13:45:00,USD/CAD,SELL,M5,win,10.00,0.79,7.90,0.76,Manual — own analysis
2026-07-07 19:10:00,2026-07-07 19:25:00,AUD/USD,SELL,M15,win,50.00,0.75,37.50,0.77,AlphaPips Room
2026-07-08 06:26:00,2026-07-08 06:41:00,EUR/JPY,SELL,M15,loss,50.00,0.76,-50.00,0.55,AlphaPips Room
2026-07-08 09:18:00,2026-07-08 09:23:00,GBP/JPY,BUY,M5,win,10.00,0.77,7.70,0.58,Manual — own analysis
2026-07-08 09:27:00,2026-07-08 09:32:00,USD/CAD,SELL,M5,win,5.00,0.82,4.10,0.69,QuantEdge Bot
2026-07-08 11:32:00,2026-07-08 12:02:00,GBP/USD,BUY,M30,win,25.00,0.81,20.25,0.84,AlphaPips Room
2026-07-08 12:22:00,2026-07-08 12:23:00,GBP/USD,BUY,M1,loss,10.00,0.82,-10.00,0.77,Manual — own analysis
2026-07-08 12:41:00,2026-07-08 12:46:00,GBP/JPY,BUY,M5,loss,10.00,0.76,-10.00,0.67,Daily Binary Club
2026-07-08 13:09:00,2026-07-08 13:24:00,BTC/USD,SELL,M15,win,10.00,0.72,7.20,0.89,AlphaPips Room
2026-07-08 13:14:00,2026-07-08 13:29:00,EUR/USD OTC,BUY,M15,loss,20.00,0.86,-20.00,0.85,Daily Binary Club
2026-07-08 16:14:00,2026-07-08 16:19:00,EUR/USD,SELL,M5,win,20.00,0.85,17.00,0.75,Manual — own analysis
2026-07-08 16:56:00,2026-07-08 16:59:00,USD/JPY,BUY,M3,loss,20.00,0.83,-20.00,0.93,AlphaPips Room
2026-07-08 17:29:00,2026-07-08 17:44:00,GBP/USD,BUY,M15,win,10.00,0.79,7.90,0.57,Daily Binary Club
2026-07-08 17:33:00,2026-07-08 17:34:00,EUR/JPY,BUY,M1,win,20.00,0.77,15.40,0.57,Manual — own analysis
2026-07-08 17:41:00,2026-07-08 17:46:00,GBP/USD,SELL,M5,win,20.00,0.80,16.00,0.72,Daily Binary Club
2026-07-09 06:57:00,2026-07-09 07:12:00,EUR/USD,SELL,M15,win,5.00,0.80,4.00,0.72,Manual — own analysis
2026-07-09 07:13:00,2026-07-09 07:28:00,EUR/USD,SELL,M15,loss,10.00,0.83,-10.00,0.56,QuantEdge Bot
2026-07-09 08:33:00,2026-07-09 08:38:00,GBP/USD OTC,SELL,M5,win,20.00,0.86,17.20,0.79,QuantEdge Bot
2026-07-09 09:04:00,2026-07-09 09:34:00,EUR/USD OTC,BUY,M30,loss,5.00,0.85,-5.00,0.92,AlphaPips Room
2026-07-09 13:23:00,2026-07-09 13:28:00,AUD/USD,BUY,M5,win,10.00,0.78,7.80,0.73,QuantEdge Bot
2026-07-09 13:50:00,2026-07-09 14:05:00,GBP/USD OTC,SELL,M15,win,5.00,0.87,4.35,0.72,QuantEdge Bot
2026-07-09 15:48:00,2026-07-09 16:03:00,USD/CAD,SELL,M15,win,10.00,0.81,8.10,0.77,AlphaPips Room
2026-07-09 15:51:00,2026-07-09 15:56:00,USD/JPY,BUY,M5,win,10.00,0.82,8.20,0.71,AlphaPips Room
2026-07-09 15:59:00,2026-07-09 16:29:00,GBP/JPY,SELL,M30,win,25.00,0.75,18.75,0.95,Manual — own analysis
2026-07-09 16:25:00,2026-07-09 16:28:00,EUR/USD,BUY,M3,win,5.00,0.83,4.15,0.67,Manual — own analysis
2026-07-09 17:27:00,2026-07-09 17:30:00,EUR/USD,BUY,M3,win,50.00,0.85,42.50,0.85,QuantEdge Bot
2026-07-09 17:46:00,2026-07-09 17:47:00,EUR/JPY,SELL,M1,loss,50.00,0.76,-50.00,0.77,Daily Binary Club
2026-07-09 19:50:00,2026-07-09 19:51:00,GBP/USD OTC,SELL,M1,win,20.00,0.83,16.60,0.77,TelegramVIPSignals
2026-07-10 06:58:00,2026-07-10 06:59:00,GBP/JPY,BUY,M1,loss,25.00,0.78,-25.00,0.71,Manual — own analysis
2026-07-10 09:34:00,2026-07-10 09:39:00,EUR/USD,SELL,M5,win,20.00,0.80,16.00,0.66,Daily Binary Club
2026-07-10 09:36:00,2026-07-10 09:37:00,AUD/USD,SELL,M1,win,5.00,0.79,3.95,0.71,AlphaPips Room
2026-07-10 09:50:00,2026-07-10 10:20:00,EUR/USD OTC,BUY,M30,win,20.00,0.82,16.40,0.70,QuantEdge Bot
2026-07-10 10:15:00,2026-07-10 10:16:00,BTC/USD,BUY,M1,win,20.00,0.72,14.40,0.89,Manual — own analysis
2026-07-10 12:33:00,2026-07-10 12:38:00,GBP/JPY,BUY,M5,loss,50.00,0.75,-50.00,0.73,Daily Binary Club
2026-07-10 14:42:00,2026-07-10 14:45:00,EUR/USD,SELL,M3,win,10.00,0.83,8.30,0.84,AlphaPips Room
2026-07-10 14:45:00,2026-07-10 14:50:00,EUR/USD,BUY,M5,win,20.00,0.80,16.00,0.63,Daily Binary Club
2026-07-10 15:17:00,2026-07-10 15:47:00,EUR/JPY,SELL,M30,loss,25.00,0.80,-25.00,0.89,QuantEdge Bot
2026-07-10 16:33:00,2026-07-10 16:36:00,EUR/JPY,BUY,M3,win,25.00,0.81,20.25,0.69,TelegramVIPSignals
2026-07-10 16:36:00,2026-07-10 16:51:00,GBP/USD,BUY,M15,loss,25.00,0.79,-25.00,0.79,QuantEdge Bot
2026-07-11 11:51:00,2026-07-11 12:06:00,AUD/USD,BUY,M15,loss,50.00,0.80,-50.00,0.90,AlphaPips Room
2026-07-11 19:03:00,2026-07-11 19:04:00,EUR/USD,SELL,M1,win,10.00,0.85,8.50,0.66,AlphaPips Room
2026-07-11 20:07:00,2026-07-11 20:10:00,EUR/USD,SELL,M3,win,50.00,0.84,42.00,0.74,QuantEdge Bot
2026-07-12 08:15:00,2026-07-12 08:20:00,USD/JPY,BUY,M5,win,20.00,0.83,16.60,0.66,Manual — own analysis
2026-07-12 09:02:00,2026-07-12 09:32:00,USD/JPY,SELL,M30,win,25.00,0.79,19.75,0.90,AlphaPips Room
2026-07-13 07:43:00,2026-07-13 07:48:00,AUD/USD,SELL,M5,win,10.00,0.76,7.60,0.85,QuantEdge Bot
2026-07-13 11:12:00,2026-07-13 11:42:00,USD/JPY,SELL,M30,win,25.00,0.82,20.50,0.78,AlphaPips Room
2026-07-13 12:31:00,2026-07-13 12:36:00,USD/JPY,SELL,M5,win,10.00,0.80,8.00,0.56,QuantEdge Bot
2026-07-13 12:33:00,2026-07-13 12:48:00,USD/JPY,BUY,M15,loss,50.00,0.79,-50.00,0.86,Daily Binary Club
2026-07-13 12:44:00,2026-07-13 12:47:00,GBP/USD OTC,SELL,M3,win,25.00,0.82,20.50,0.68,Manual — own analysis
2026-07-13 13:09:00,2026-07-13 13:14:00,GBP/USD,BUY,M5,loss,20.00,0.77,-20.00,0.56,QuantEdge Bot
2026-07-13 13:46:00,2026-07-13 13:49:00,BTC/USD,BUY,M3,win,20.00,0.69,13.80,0.84,TelegramVIPSignals
2026-07-13 14:08:00,2026-07-13 15:08:00,USD/CAD,BUY,H1,win,20.00,0.77,15.40,0.93,AlphaPips Room
2026-07-13 14:25:00,2026-07-13 14:40:00,BTC/USD,BUY,M15,loss,5.00,0.72,-5.00,0.57,AlphaPips Room
2026-07-13 14:35:00,2026-07-13 14:40:00,EUR/USD OTC,SELL,M5,win,10.00,0.82,8.20,0.63,Daily Binary Club
2026-07-13 17:01:00,2026-07-13 17:31:00,AUD/USD,SELL,M30,win,25.00,0.79,19.75,0.75,Daily Binary Club
2026-07-13 17:14:00,2026-07-13 17:44:00,GBP/USD,BUY,M30,loss,50.00,0.80,-50.00,0.64,QuantEdge Bot
2026-07-13 19:50:00,2026-07-13 19:55:00,EUR/USD OTC,BUY,M5,loss,10.00,0.86,-10.00,0.84,QuantEdge Bot
2026-07-14 06:17:00,2026-07-14 06:22:00,USD/CAD,BUY,M5,win,5.00,0.79,3.95,0.79,TelegramVIPSignals
2026-07-14 10:34:00,2026-07-14 10:35:00,EUR/USD,SELL,M1,win,10.00,0.79,7.90,0.81,Daily Binary Club
2026-07-14 15:00:00,2026-07-14 15:05:00,GBP/JPY,SELL,M5,win,10.00,0.74,7.40,0.94,Manual — own analysis
2026-07-14 16:58:00,2026-07-14 17:13:00,EUR/JPY,BUY,M15,loss,5.00,0.80,-5.00,0.75,AlphaPips Room
2026-07-14 19:20:00,2026-07-14 19:21:00,EUR/JPY,BUY,M1,loss,10.00,0.78,-10.00,0.79,Daily Binary Club
2026-07-14 19:55:00,2026-07-14 20:00:00,USD/CAD,SELL,M5,loss,10.00,0.80,-10.00,0.70,AlphaPips Room
2026-07-15 12:04:00,2026-07-15 12:19:00,EUR/JPY,SELL,M15,loss,50.00,0.80,-50.00,0.73,Daily Binary Club
2026-07-15 12:47:00,2026-07-15 13:02:00,USD/CAD,BUY,M15,win,5.00,0.81,4.05,0.93,AlphaPips Room
2026-07-15 15:27:00,2026-07-15 15:32:00,USD/CAD,BUY,M5,loss,25.00,0.82,-25.00,0.59,Manual — own analysis
2026-07-15 17:49:00,2026-07-15 17:52:00,XAU/USD,BUY,M3,loss,10.00,0.77,-10.00,0.56,AlphaPips Room
2026-07-15 18:58:00,2026-07-15 19:03:00,GBP/USD OTC,SELL,M5,loss,10.00,0.87,-10.00,0.81,TelegramVIPSignals
2026-07-15 19:10:00,2026-07-15 19:40:00,EUR/USD,BUY,M30,loss,50.00,0.80,-50.00,0.93,QuantEdge Bot
2026-07-16 06:51:00,2026-07-16 07:51:00,GBP/USD OTC,SELL,H1,loss,50.00,0.82,-50.00,0.77,AlphaPips Room
2026-07-16 08:17:00,2026-07-16 09:17:00,EUR/JPY,BUY,H1,loss,25.00,0.80,-25.00,0.80,AlphaPips Room
2026-07-16 09:21:00,2026-07-16 09:26:00,EUR/USD OTC,SELL,M5,loss,50.00,0.87,-50.00,0.76,Daily Binary Club
2026-07-16 13:39:00,2026-07-16 13:42:00,USD/CAD,BUY,M3,loss,20.00,0.79,-20.00,0.84,QuantEdge Bot
2026-07-16 16:37:00,2026-07-16 16:38:00,USD/JPY,BUY,M1,loss,10.00,0.83,-10.00,0.57,Daily Binary Club
2026-07-16 17:51:00,2026-07-16 17:54:00,GBP/USD,SELL,M3,win,10.00,0.80,8.00,0.60,QuantEdge Bot
2026-07-16 18:59:00,2026-07-16 19:29:00,USD/JPY,SELL,M30,win,25.00,0.83,20.75,0.93,AlphaPips Room
2026-07-16 19:19:00,2026-07-16 19:34:00,USD/JPY,BUY,M15,win,20.00,0.79,15.80,0.76,Daily Binary Club
2026-07-16 19:44:00,2026-07-16 19:45:00,EUR/USD,BUY,M1,win,20.00,0.82,16.40,0.72,QuantEdge Bot
2026-07-16 19:55:00,2026-07-16 20:10:00,EUR/JPY,SELL,M15,loss,10.00,0.81,-10.00,0.92,Daily Binary Club
2026-07-17 06:34:00,2026-07-17 06:37:00,GBP/USD OTC,BUY,M3,win,50.00,0.85,42.50,0.62,Manual — own analysis
2026-07-17 10:13:00,2026-07-17 10:18:00,EUR/USD,SELL,M5,win,10.00,0.80,8.00,0.64,AlphaPips Room
2026-07-17 10:21:00,2026-07-17 10:36:00,USD/CAD,SELL,M15,loss,50.00,0.82,-50.00,0.95,AlphaPips Room
2026-07-17 10:37:00,2026-07-17 10:38:00,GBP/JPY,SELL,M1,loss,10.00,0.79,-10.00,0.60,Daily Binary Club
2026-07-17 11:29:00,2026-07-17 11:32:00,BTC/USD,BUY,M3,loss,10.00,0.70,-10.00,0.69,TelegramVIPSignals
2026-07-17 15:20:00,2026-07-17 15:23:00,EUR/USD,SELL,M3,loss,25.00,0.81,-25.00,0.80,AlphaPips Room
2026-07-17 17:14:00,2026-07-17 17:29:00,USD/JPY,SELL,M15,loss,10.00,0.83,-10.00,0.95,TelegramVIPSignals
2026-07-17 18:50:00,2026-07-17 18:53:00,EUR/USD,BUY,M3,win,5.00,0.79,3.95,0.63,AlphaPips Room
2026-07-18 08:06:00,2026-07-18 08:07:00,BTC/USD,SELL,M1,win,5.00,0.69,3.45,0.75,Manual — own analysis
2026-07-18 11:57:00,2026-07-18 12:00:00,AUD/USD,BUY,M3,win,25.00,0.79,19.75,0.61,Manual — own analysis
2026-07-18 16:26:00,2026-07-18 16:27:00,EUR/USD,SELL,M1,win,50.00,0.85,42.50,0.71,Manual — own analysis
2026-07-20 07:39:00,2026-07-20 07:42:00,EUR/USD,SELL,M3,win,25.00,0.80,20.00,0.85,AlphaPips Room
2026-07-20 08:06:00,2026-07-20 08:11:00,EUR/USD,SELL,M5,loss,10.00,0.83,-10.00,0.67,QuantEdge Bot
2026-07-20 10:50:00,2026-07-20 10:51:00,AUD/USD,SELL,M1,loss,20.00,0.80,-20.00,0.57,AlphaPips Room
